crosscourt;down_middle;down_the_line;inside_out;inside_in;date;tournoi;categorie;type_surface;joueur;row
100;44;17;7;0;06/06/1998;roland garros;SF;Clay;Cedric Pioline;B
29;7;2;0;0;06/06/1998;roland garros;SF;Clay;Cedric Pioline;S
170;59;49;51;12;06/06/1998;roland garros;SF;Clay;Alex Corretja;Total
55;23;19;44;12;06/06/1998;roland garros;SF;Clay;Alex Corretja;F
103;32;26;5;0;06/06/1998;roland garros;SF;Clay;Alex Corretja;B
12;4;4;2;0;06/06/1998;roland garros;SF;Clay;Alex Corretja;S
81;32;38;40;3;31/01/1998;australian open;SF;Hard;Marcelo Rios;Total
57;22;23;33;3;31/01/1998;australian open;SF;Hard;Marcelo Rios;F
22;9;14;5;0;31/01/1998;australian open;SF;Hard;Marcelo Rios;B
2;1;1;2;0;31/01/1998;australian open;SF;Hard;Marcelo Rios;S
86;64;37;18;3;31/01/1998;australian open;SF;Hard;Nicolas Escude;Total
36;27;16;9;3;31/01/1998;australian open;SF;Hard;Nicolas Escude;F
49;30;17;9;0;31/01/1998;australian open;SF;Hard;Nicolas Escude;B
1;7;4;0;0;31/01/1998;australian open;SF;Hard;Nicolas Escude;S
128;55;59;41;10;31/01/1998;australian open;SF;Hard;Petr Korda;Total
81;21;23;21;10;31/01/1998;australian open;SF;Hard;Petr Korda;F
34;21;25;19;0;31/01/1998;australian open;SF;Hard;Petr Korda;B
13;13;11;1;0;31/01/1998;australian open;SF;Hard;Petr Korda;S
129;64;49;24;0;31/01/1998;australian open;SF;Hard;Karol Kucera;Total
53;25;10;10;0;31/01/1998;australian open;SF;Hard;Karol Kucera;F
72;32;26;11;0;31/01/1998;australian open;SF;Hard;Karol Kucera;B
4;7;13;3;0;31/01/1998;australian open;SF;Hard;Karol Kucera;S
73;20;20;11;1;19/01/2000;australian open;R64;Hard;Jan Kroslak;Total
28;10;8;5;1;19/01/2000;australian open;R64;Hard;Jan Kroslak;F
41;9;10;6;0;19/01/2000;australian open;R64;Hard;Jan Kroslak;B
4;1;2;0;0;19/01/2000;australian open;R64;Hard;Jan Kroslak;S
54;24;26;21;6;19/01/2000;australian open;R64;Hard;Roger Federer;Total
34;12;19;21;6;19/01/2000;australian open;R64;Hard;Roger Federer;F
16;9;6;0;0;19/01/2000;australian open;R64;Hard;Roger Federer;B
4;3;1;0;0;19/01/2000;australian open;R64;Hard;Roger Federer;S
158;42;63;58;8;04/06/2000;roland garros;R16;Clay;Alex Corretja;Total
50;14;31;56;8;04/06/2000;roland garros;R16;Clay;Alex Corretja;F
101;23;26;2;0;04/06/2000;roland garros;R16;Clay;Alex Corretja;B
7;5;6;0;0;04/06/2000;roland garros;R16;Clay;Alex Corretja;S
171;49;37;62;25;04/06/2000;roland garros;R16;Clay;Roger Federer;Total
57;20;21;62;25;04/06/2000;roland garros;R16;Clay;Roger Federer;F
91;20;11;0;0;04/06/2000;roland garros;R16;Clay;Roger Federer;B
23;9;5;0;0;04/06/2000;roland garros;R16;Clay;Roger Federer;S
37;18;12;3;0;04/06/2001;roland garros;R16;Clay;Wayne Arthurs;Total
17;9;2;1;0;04/06/2001;roland garros;R16;Clay;Wayne Arthurs;F
12;5;5;1;0;04/06/2001;roland garros;R16;Clay;Wayne Arthurs;B
8;4;5;1;0;04/06/2001;roland garros;R16;Clay;Wayne Arthurs;S
50;7;27;24;11;04/06/2001;roland garros;R16;Clay;Roger Federer;Total
29;4;13;23;11;04/06/2001;roland garros;R16;Clay;Roger Federer;F
16;3;12;1;0;04/06/2001;roland garros;R16;Clay;Roger Federer;B
5;0;2;0;0;04/06/2001;roland garros;R16;Clay;Roger Federer;S
105;38;19;28;7;03/09/2018;us open;R16;Hard;Juan Martin Del Potro;Total
28;18;6;24;7;03/09/2018;us open;R16;Hard;Juan Martin Del Potro;F
23;9;12;4;0;03/09/2018;us open;R16;Hard;Juan Martin Del Potro;B
54;11;1;0;0;03/09/2018;us open;R16;Hard;Juan Martin Del Potro;S
101;37;26;37;7;03/09/2018;us open;R16;Hard;Borna Coric;Total
26;16;15;36;7;03/09/2018;us open;R16;Hard;Borna Coric;F
64;19;10;0;0;03/09/2018;us open;R16;Hard;Borna Coric;B
11;2;1;1;0;03/09/2018;us open;R16;Hard;Borna Coric;S
212;86;87;74;12;06/09/2001;us open;QF;Hard;Andy Roddick;Total
90;44;42;69;11;06/09/2001;us open;QF;Hard;Andy Roddick;F
98;34;42;5;1;06/09/2001;us open;QF;Hard;Andy Roddick;B
24;8;3;0;0;06/09/2001;us open;QF;Hard;Andy Roddick;S
288;45;61;60;20;06/09/2001;us open;QF;Hard;Lleyton Hewitt;Total
124;27;35;55;20;06/09/2001;us open;QF;Hard;Lleyton Hewitt;F
133;14;23;5;0;06/09/2001;us open;QF;Hard;Lleyton Hewitt;B
31;4;3;0;0;06/09/2001;us open;QF;Hard;Lleyton Hewitt;S
102;78;37;48;3;04/09/1993;us open;SF;Hard;Cedric Pioline;Total
58;35;16;35;3;04/09/1993;us open;SF;Hard;Cedric Pioline;F
34;39;14;7;0;04/09/1993;us open;SF;Hard;Cedric Pioline;B
10;4;7;6;0;04/09/1993;us open;SF;Hard;Cedric Pioline;S
66;111;21;16;5;04/09/1993;us open;SF;Hard;Wally Masur;Total
40;67;13;16;5;04/09/1993;us open;SF;Hard;Wally Masur;F
16;31;5;0;0;04/09/1993;us open;SF;Hard;Wally Masur;B
10;13;3;0;0;04/09/1993;us open;SF;Hard;Wally Masur;S
35;33;12;12;1;10/09/1994;us open;SF;Hard;Michael Stich;Total
9;9;6;11;1;10/09/1994;us open;SF;Hard;Michael Stich;F
11;15;3;0;0;10/09/1994;us open;SF;Hard;Michael Stich;B
15;9;3;1;0;10/09/1994;us open;SF;Hard;Michael Stich;S
60;28;16;29;1;10/09/1994;us open;SF;Hard;Karel Novacek;Total
21;11;7;25;1;10/09/1994;us open;SF;Hard;Karel Novacek;F
23;11;5;1;0;10/09/1994;us open;SF;Hard;Karel Novacek;B
16;6;4;3;0;10/09/1994;us open;SF;Hard;Karel Novacek;S
80;30;22;16;5;10/09/1994;us open;SF;Hard;Todd Martin;Total
28;10;11;15;5;10/09/1994;us open;SF;Hard;Todd Martin;F
41;13;8;1;0;10/09/1994;us open;SF;Hard;Todd Martin;B
11;7;3;0;0;10/09/1994;us open;SF;Hard;Todd Martin;S
85;37;25;22;1;10/09/1994;us open;SF;Hard;Andre Agassi;Total
29;15;12;20;1;10/09/1994;us open;SF;Hard;Andre Agassi;F
53;17;12;2;0;10/09/1994;us open;SF;Hard;Andre Agassi;B
3;5;1;0;0;10/09/1994;us open;SF;Hard;Andre Agassi;S
116;52;63;38;10;26/01/1991;australian open;SF;Hard;Boris Becker;Total
51;14;22;33;9;26/01/1991;australian open;SF;Hard;Boris Becker;F
48;26;31;5;1;26/01/1991;australian open;SF;Hard;Boris Becker;B
17;12;10;0;0;26/01/1991;australian open;SF;Hard;Boris Becker;S
137;47;39;31;1;26/01/1991;australian open;SF;Hard;Patrick Mcenroe;Total
32;20;18;17;1;26/01/1991;australian open;SF;Hard;Patrick Mcenroe;F
97;23;19;13;0;26/01/1991;australian open;SF;Hard;Patrick Mcenroe;B
8;4;2;1;0;26/01/1991;australian open;SF;Hard;Patrick Mcenroe;S
47;9;13;8;1;12/09/1998;us open;SF;Hard;Mark Philippoussis;Total
18;4;5;6;1;12/09/1998;us open;SF;Hard;Mark Philippoussis;F
22;4;7;1;0;12/09/1998;us open;SF;Hard;Mark Philippoussis;B
7;1;1;1;0;12/09/1998;us open;SF;Hard;Mark Philippoussis;S
28;16;21;18;5;12/09/1998;us open;SF;Hard;Carlos Moya;Total
10;6;11;18;5;12/09/1998;us open;SF;Hard;Carlos Moya;F
11;9;8;0;0;12/09/1998;us open;SF;Hard;Carlos Moya;B
7;1;2;0;0;12/09/1998;us open;SF;Hard;Carlos Moya;S
11;7;7;4;0;02/07/1994;wimbledon;SF;Grass;Goran Ivanisevic;Total
7;2;2;2;0;02/07/1994;wimbledon;SF;Grass;Goran Ivanisevic;F
4;3;5;1;0;02/07/1994;wimbledon;SF;Grass;Goran Ivanisevic;B
0;2;0;1;0;02/07/1994;wimbledon;SF;Grass;Goran Ivanisevic;S
11;3;6;1;0;02/07/1994;wimbledon;SF;Grass;Boris Becker;Total
5;1;1;1;0;02/07/1994;wimbledon;SF;Grass;Boris Becker;F
3;2;5;0;0;02/07/1994;wimbledon;SF;Grass;Boris Becker;B
3;0;0;0;0;02/07/1994;wimbledon;SF;Grass;Boris Becker;S
171;51;53;41;8;07/06/2017;roland garros;QF;Clay;Novak Djokovic;Total
57;25;17;36;8;07/06/2017;roland garros;QF;Clay;Novak Djokovic;F
106;23;36;5;0;07/06/2017;roland garros;QF;Clay;Novak Djokovic;B
8;3;0;0;0;07/06/2017;roland garros;QF;Clay;Novak Djokovic;S
156;47;46;54;17;07/06/2017;roland garros;QF;Clay;Dominic Thiem;Total
60;25;24;52;17;07/06/2017;roland garros;QF;Clay;Dominic Thiem;F
58;16;22;2;0;07/06/2017;roland garros;QF;Clay;Dominic Thiem;B
38;6;0;0;0;07/06/2017;roland garros;QF;Clay;Dominic Thiem;S
70;30;26;44;8;04/06/1994;roland garros;SF;Clay;Alberto Berasategui;Total
28;21;16;44;8;04/06/1994;roland garros;SF;Clay;Alberto Berasategui;F
37;8;9;0;0;04/06/1994;roland garros;SF;Clay;Alberto Berasategui;B
5;1;1;0;0;04/06/1994;roland garros;SF;Clay;Alberto Berasategui;S
74;32;29;29;4;04/06/1994;roland garros;SF;Clay;Magnus Larsson;Total
28;15;4;26;4;04/06/1994;roland garros;SF;Clay;Magnus Larsson;F
25;14;20;3;0;04/06/1994;roland garros;SF;Clay;Magnus Larsson;B
21;3;5;0;0;04/06/1994;roland garros;SF;Clay;Magnus Larsson;S
131;60;58;31;9;01/02/2004;australian open;F;Hard;Roger Federer;Total
52;20;30;30;9;01/02/2004;australian open;F;Hard;Roger Federer;F
45;28;23;1;0;01/02/2004;australian open;F;Hard;Roger Federer;B
34;12;5;0;0;01/02/2004;australian open;F;Hard;Roger Federer;S
192;32;42;35;1;01/02/2004;australian open;F;Hard;Marat Safin;Total
62;20;20;33;1;01/02/2004;australian open;F;Hard;Marat Safin;F
121;11;16;2;0;01/02/2004;australian open;F;Hard;Marat Safin;B
9;1;6;0;0;01/02/2004;australian open;F;Hard;Marat Safin;S
113;58;52;37;12;09/07/2006;wimbledon;F;Grass;Roger Federer;Total
69;19;14;34;12;09/07/2006;wimbledon;F;Grass;Roger Federer;F
32;23;25;0;0;09/07/2006;wimbledon;F;Grass;Roger Federer;B
12;16;13;3;0;09/07/2006;wimbledon;F;Grass;Roger Federer;S
160;48;51;24;11;09/07/2006;wimbledon;F;Grass;Rafael Nadal;Total
106;22;17;21;11;09/07/2006;wimbledon;F;Grass;Rafael Nadal;F
54;23;27;2;0;09/07/2006;wimbledon;F;Grass;Rafael Nadal;B
0;3;7;1;0;09/07/2006;wimbledon;F;Grass;Rafael Nadal;S
148;59;77;36;19;08/07/2007;wimbledon;F;Grass;Roger Federer;Total
73;16;23;32;18;08/07/2007;wimbledon;F;Grass;Roger Federer;F
58;36;38;4;1;08/07/2007;wimbledon;F;Grass;Roger Federer;B
17;7;16;0;0;08/07/2007;wimbledon;F;Grass;Roger Federer;S
197;35;73;52;15;08/07/2007;wimbledon;F;Grass;Rafael Nadal;Total
135;9;28;38;14;08/07/2007;wimbledon;F;Grass;Rafael Nadal;F
58;18;32;12;1;08/07/2007;wimbledon;F;Grass;Rafael Nadal;B
4;8;13;2;0;08/07/2007;wimbledon;F;Grass;Rafael Nadal;S
195;89;91;72;27;06/07/2008;wimbledon;F;Grass;Roger Federer;Total
101;33;34;69;27;06/07/2008;wimbledon;F;Grass;Roger Federer;F
78;45;40;3;0;06/07/2008;wimbledon;F;Grass;Roger Federer;B
16;11;17;0;0;06/07/2008;wimbledon;F;Grass;Roger Federer;S
271;64;98;52;19;06/07/2008;wimbledon;F;Grass;Rafael Nadal;Total
201;24;38;44;19;06/07/2008;wimbledon;F;Grass;Rafael Nadal;F
66;32;44;5;0;06/07/2008;wimbledon;F;Grass;Rafael Nadal;B
4;8;16;3;0;06/07/2008;wimbledon;F;Grass;Rafael Nadal;S
107;49;27;33;12;05/06/1993;roland garros;SF;Clay;Sergi Bruguera;Total
41;26;11;27;12;05/06/1993;roland garros;SF;Clay;Sergi Bruguera;F
59;23;14;5;0;05/06/1993;roland garros;SF;Clay;Sergi Bruguera;B
7;0;2;1;0;05/06/1993;roland garros;SF;Clay;Sergi Bruguera;S
118;47;25;28;5;05/06/1993;roland garros;SF;Clay;Andrei Medvedev;Total
41;26;16;20;5;05/06/1993;roland garros;SF;Clay;Andrei Medvedev;F
73;19;8;8;0;05/06/1993;roland garros;SF;Clay;Andrei Medvedev;B
4;2;1;0;0;05/06/1993;roland garros;SF;Clay;Andrei Medvedev;S
137;81;40;53;12;26/05/2019;roland garros;R128;Clay;Grigor Dimitrov;Total
68;28;19;51;12;26/05/2019;roland garros;R128;Clay;Grigor Dimitrov;F
38;37;14;1;0;26/05/2019;roland garros;R128;Clay;Grigor Dimitrov;B
31;16;7;1;0;26/05/2019;roland garros;R128;Clay;Grigor Dimitrov;S
148;84;41;46;10;26/05/2019;roland garros;R128;Clay;Janko Tipsarevic;Total
66;44;19;45;10;26/05/2019;roland garros;R128;Clay;Janko Tipsarevic;F
63;36;16;1;0;26/05/2019;roland garros;R128;Clay;Janko Tipsarevic;B
19;4;6;0;0;26/05/2019;roland garros;R128;Clay;Janko Tipsarevic;S
115;104;39;46;7;26/05/2019;roland garros;R128;Clay;Robin Haase;Total
51;52;18;36;7;26/05/2019;roland garros;R128;Clay;Robin Haase;F
45;42;17;9;0;26/05/2019;roland garros;R128;Clay;Robin Haase;B
19;10;4;1;0;26/05/2019;roland garros;R128;Clay;Robin Haase;S
145;74;35;64;9;26/05/2019;roland garros;R128;Clay;Philipp Kohlschreiber;Total
79;40;23;63;9;26/05/2019;roland garros;R128;Clay;Philipp Kohlschreiber;F
43;27;9;1;0;26/05/2019;roland garros;R128;Clay;Philipp Kohlschreiber;B
23;7;3;0;0;26/05/2019;roland garros;R128;Clay;Philipp Kohlschreiber;S
144;113;25;49;1;28/05/2019;roland garros;R128;Clay;Gael Monfils;Total
43;50;7;45;1;28/05/2019;roland garros;R128;Clay;Gael Monfils;F
100;60;16;4;0;28/05/2019;roland garros;R128;Clay;Gael Monfils;B
1;3;2;0;0;28/05/2019;roland garros;R128;Clay;Gael Monfils;S
119;83;48;84;1;28/05/2019;roland garros;R128;Clay;Taro Daniel;Total
28;35;27;84;1;28/05/2019;roland garros;R128;Clay;Taro Daniel;F
83;40;17;0;0;28/05/2019;roland garros;R128;Clay;Taro Daniel;B
8;8;4;0;0;28/05/2019;roland garros;R128;Clay;Taro Daniel;S
139;66;57;39;9;18/01/2018;australian open;R64;Hard;Karen Khachanov;Total
52;27;26;33;8;18/01/2018;australian open;R64;Hard;Karen Khachanov;F
78;32;29;3;1;18/01/2018;australian open;R64;Hard;Karen Khachanov;B
9;7;2;3;0;18/01/2018;australian open;R64;Hard;Karen Khachanov;S
176;58;34;49;11;18/01/2018;australian open;R64;Hard;Juan Martin Del Potro;Total
88;18;18;45;11;18/01/2018;australian open;R64;Hard;Juan Martin Del Potro;F
37;14;14;2;0;18/01/2018;australian open;R64;Hard;Juan Martin Del Potro;B
51;26;2;2;0;18/01/2018;australian open;R64;Hard;Juan Martin Del Potro;S
108;47;40;34;10;27/05/2019;roland garros;R128;Clay;Aljaz Bedene;Total
47;19;13;28;10;27/05/2019;roland garros;R128;Clay;Aljaz Bedene;F
49;25;22;5;0;27/05/2019;roland garros;R128;Clay;Aljaz Bedene;B
12;3;5;1;0;27/05/2019;roland garros;R128;Clay;Aljaz Bedene;S
123;34;34;43;4;27/05/2019;roland garros;R128;Clay;Borna Coric;Total
51;21;22;40;4;27/05/2019;roland garros;R128;Clay;Borna Coric;F
58;13;12;3;0;27/05/2019;roland garros;R128;Clay;Borna Coric;B
14;0;0;0;0;27/05/2019;roland garros;R128;Clay;Borna Coric;S
76;38;22;47;6;28/05/2019;roland garros;R128;Clay;Nicolas Jarry;Total
29;21;9;41;6;28/05/2019;roland garros;R128;Clay;Nicolas Jarry;F
38;16;12;5;0;28/05/2019;roland garros;R128;Clay;Nicolas Jarry;B
9;1;1;1;0;28/05/2019;roland garros;R128;Clay;Nicolas Jarry;S
77;41;17;26;3;28/05/2019;roland garros;R128;Clay;Juan Martin Del Potro;Total
32;14;8;24;3;28/05/2019;roland garros;R128;Clay;Juan Martin Del Potro;F
24;18;7;2;0;28/05/2019;roland garros;R128;Clay;Juan Martin Del Potro;B
21;9;2;0;0;28/05/2019;roland garros;R128;Clay;Juan Martin Del Potro;S
350;94;128;61;5;03/07/2002;wimbledon;QF;Grass;Lleyton Hewitt;Total
255;64;119;58;5;03/07/2002;wimbledon;QF;Grass;Lleyton Hewitt;F
69;21;6;3;0;03/07/2002;wimbledon;QF;Grass;Lleyton Hewitt;B
26;9;3;0;0;03/07/2002;wimbledon;QF;Grass;Lleyton Hewitt;S
336;63;195;64;5;03/07/2002;wimbledon;QF;Grass;Sjeng Schalken;Total
236;22;55;22;5;03/07/2002;wimbledon;QF;Grass;Sjeng Schalken;F
80;35;122;40;0;03/07/2002;wimbledon;QF;Grass;Sjeng Schalken;B
20;6;18;2;0;03/07/2002;wimbledon;QF;Grass;Sjeng Schalken;S
135;84;42;35;4;07/06/2019;roland garros;SF;Clay;Rafael Nadal;Total
96;39;17;30;4;07/06/2019;roland garros;SF;Clay;Rafael Nadal;F
39;41;18;1;0;07/06/2019;roland garros;SF;Clay;Rafael Nadal;B
0;4;7;4;0;07/06/2019;roland garros;SF;Clay;Rafael Nadal;S
108;102;32;38;12;07/06/2019;roland garros;SF;Clay;Roger Federer;Total
65;51;8;33;12;07/06/2019;roland garros;SF;Clay;Roger Federer;F
37;36;13;4;0;07/06/2019;roland garros;SF;Clay;Roger Federer;B
6;15;11;1;0;07/06/2019;roland garros;SF;Clay;Roger Federer;S
158;43;55;38;12;10/09/2006;us open;F;Hard;Roger Federer;Total
66;15;25;36;12;10/09/2006;us open;F;Hard;Roger Federer;F
64;27;24;2;0;10/09/2006;us open;F;Hard;Roger Federer;B
28;1;6;0;0;10/09/2006;us open;F;Hard;Roger Federer;S
138;48;44;49;13;10/09/2006;us open;F;Hard;Andy Roddick;Total
53;24;28;48;12;10/09/2006;us open;F;Hard;Andy Roddick;F
63;21;14;1;1;10/09/2006;us open;F;Hard;Andy Roddick;B
22;3;2;0;0;10/09/2006;us open;F;Hard;Andy Roddick;S
170;80;100;48;15;10/06/2007;roland garros;F;Clay;Roger Federer;Total
84;22;18;44;14;10/06/2007;roland garros;F;Clay;Roger Federer;F
82;54;70;2;0;10/06/2007;roland garros;F;Clay;Roger Federer;B
4;4;12;2;1;10/06/2007;roland garros;F;Clay;Roger Federer;S
196;48;94;61;24;10/06/2007;roland garros;F;Clay;Rafael Nadal;Total
147;13;28;48;24;10/06/2007;roland garros;F;Clay;Rafael Nadal;F
48;33;62;13;0;10/06/2007;roland garros;F;Clay;Rafael Nadal;B
1;2;4;0;0;10/06/2007;roland garros;F;Clay;Rafael Nadal;S
228;57;72;56;4;30/05/2004;roland garros;R32;Clay;Martin Verkerk;Total
107;15;20;47;4;30/05/2004;roland garros;R32;Clay;Martin Verkerk;F
98;29;47;9;0;30/05/2004;roland garros;R32;Clay;Martin Verkerk;B
23;13;5;0;0;30/05/2004;roland garros;R32;Clay;Martin Verkerk;S
231;45;69;41;6;30/05/2004;roland garros;R32;Clay;Lleyton Hewitt;Total
106;26;54;36;6;30/05/2004;roland garros;R32;Clay;Lleyton Hewitt;F
101;12;8;5;0;30/05/2004;roland garros;R32;Clay;Lleyton Hewitt;B
24;7;7;0;0;30/05/2004;roland garros;R32;Clay;Lleyton Hewitt;S
198;112;89;60;2;30/05/2019;roland garros;R64;Clay;Yoshihito Nishioka;Total
117;41;27;27;2;30/05/2019;roland garros;R64;Clay;Yoshihito Nishioka;F
80;61;56;33;0;30/05/2019;roland garros;R64;Clay;Yoshihito Nishioka;B
1;10;6;0;0;30/05/2019;roland garros;R64;Clay;Yoshihito Nishioka;S
227;79;61;95;16;30/05/2019;roland garros;R64;Clay;Juan Martin Del Potro;Total
118;29;23;75;16;30/05/2019;roland garros;R64;Clay;Juan Martin Del Potro;F
88;41;31;19;0;30/05/2019;roland garros;R64;Clay;Juan Martin Del Potro;B
21;9;7;1;0;30/05/2019;roland garros;R64;Clay;Juan Martin Del Potro;S
118;84;18;35;7;10/09/2009;us open;QF;Hard;Juan Martin Del Potro;Total
62;34;10;30;7;10/09/2009;us open;QF;Hard;Juan Martin Del Potro;F
50;44;8;5;0;10/09/2009;us open;QF;Hard;Juan Martin Del Potro;B
6;6;0;0;0;10/09/2009;us open;QF;Hard;Juan Martin Del Potro;S
125;77;26;44;10;10/09/2009;us open;QF;Hard;Marin Cilic;Total
63;41;16;37;10;10/09/2009;us open;QF;Hard;Marin Cilic;F
53;26;8;4;0;10/09/2009;us open;QF;Hard;Marin Cilic;B
9;10;2;3;0;10/09/2009;us open;QF;Hard;Marin Cilic;S
129;45;62;41;7;01/07/2009;wimbledon;QF;Grass;Andy Roddick;Total
61;17;30;37;7;01/07/2009;wimbledon;QF;Grass;Andy Roddick;F
32;17;20;2;0;01/07/2009;wimbledon;QF;Grass;Andy Roddick;B
36;11;12;2;0;01/07/2009;wimbledon;QF;Grass;Andy Roddick;S
148;37;55;55;11;01/07/2009;wimbledon;QF;Grass;Lleyton Hewitt;Total
76;21;32;45;11;01/07/2009;wimbledon;QF;Grass;Lleyton Hewitt;F
65;15;15;10;0;01/07/2009;wimbledon;QF;Grass;Lleyton Hewitt;B
7;1;8;0;0;01/07/2009;wimbledon;QF;Grass;Lleyton Hewitt;S
83;34;29;25;2;06/06/1992;roland garros;SF;Clay;Petr Korda;Total
31;20;16;16;2;06/06/1992;roland garros;SF;Clay;Petr Korda;F
34;11;9;8;0;06/06/1992;roland garros;SF;Clay;Petr Korda;B
18;3;4;1;0;06/06/1992;roland garros;SF;Clay;Petr Korda;S
80;31;21;15;4;06/06/1992;roland garros;SF;Clay;Henri Leconte;Total
34;15;6;13;4;06/06/1992;roland garros;SF;Clay;Henri Leconte;F
38;6;11;2;0;06/06/1992;roland garros;SF;Clay;Henri Leconte;B
8;10;4;0;0;06/06/1992;roland garros;SF;Clay;Henri Leconte;S
137;40;23;25;7;07/09/1991;us open;SF;Hard;Jim Courier;Total
84;18;13;23;7;07/09/1991;us open;SF;Hard;Jim Courier;F
33;12;4;1;0;07/09/1991;us open;SF;Hard;Jim Courier;B
20;10;6;1;0;07/09/1991;us open;SF;Hard;Jim Courier;S
127;45;40;18;1;07/09/1991;us open;SF;Hard;Jimmy Connors;Total
64;13;15;9;0;07/09/1991;us open;SF;Hard;Jimmy Connors;F
56;27;19;8;1;07/09/1991;us open;SF;Hard;Jimmy Connors;B
7;5;6;1;0;07/09/1991;us open;SF;Hard;Jimmy Connors;S
128;44;39;20;8;06/06/1992;roland garros;SF;Clay;Jim Courier;Total
60;20;17;16;8;06/06/1992;roland garros;SF;Clay;Jim Courier;F
51;16;18;4;0;06/06/1992;roland garros;SF;Clay;Jim Courier;B
17;8;4;0;0;06/06/1992;roland garros;SF;Clay;Jim Courier;S
110;30;50;41;11;06/06/1992;roland garros;SF;Clay;Andre Agassi;Total
50;25;23;38;11;06/06/1992;roland garros;SF;Clay;Andre Agassi;F
58;5;25;3;0;06/06/1992;roland garros;SF;Clay;Andre Agassi;B
2;0;2;0;0;06/06/1992;roland garros;SF;Clay;Andre Agassi;S
57;37;22;26;7;31/01/1993;australian open;SF;Hard;Jim Courier;Total
31;21;14;25;7;31/01/1993;australian open;SF;Hard;Jim Courier;F
19;14;7;0;0;31/01/1993;australian open;SF;Hard;Jim Courier;B
7;2;1;1;0;31/01/1993;australian open;SF;Hard;Jim Courier;S
37;26;21;17;1;31/01/1993;australian open;SF;Hard;Michael Stich;Total
13;9;8;13;1;31/01/1993;australian open;SF;Hard;Michael Stich;F
14;12;10;2;0;31/01/1993;australian open;SF;Hard;Michael Stich;B
10;5;3;2;0;31/01/1993;australian open;SF;Hard;Michael Stich;S
280;32;74;35;24;05/06/2006;roland garros;R16;Clay;Lleyton Hewitt;Total
154;13;26;28;24;05/06/2006;roland garros;R16;Clay;Lleyton Hewitt;F
121;17;39;6;0;05/06/2006;roland garros;R16;Clay;Lleyton Hewitt;B
5;2;9;1;0;05/06/2006;roland garros;R16;Clay;Lleyton Hewitt;S
198;64;125;42;23;05/06/2006;roland garros;R16;Clay;Rafael Nadal;Total
113;21;47;40;22;05/06/2006;roland garros;R16;Clay;Rafael Nadal;F
83;39;74;2;1;05/06/2006;roland garros;R16;Clay;Rafael Nadal;B
2;4;4;0;0;05/06/2006;roland garros;R16;Clay;Rafael Nadal;S
43;7;17;41;12;05/06/1993;roland garros;SF;Clay;Jim Courier;Total
20;3;8;39;12;05/06/1993;roland garros;SF;Clay;Jim Courier;F
20;3;8;2;0;05/06/1993;roland garros;SF;Clay;Jim Courier;B
3;1;1;0;0;05/06/1993;roland garros;SF;Clay;Jim Courier;S
19;10;23;4;1;05/06/1993;roland garros;SF;Clay;Richard Krajicek;Total
3;2;11;4;1;05/06/1993;roland garros;SF;Clay;Richard Krajicek;F
1;2;3;0;0;05/06/1993;roland garros;SF;Clay;Richard Krajicek;B
15;6;9;0;0;05/06/1993;roland garros;SF;Clay;Richard Krajicek;S
29;29;17;12;1;26/06/2019;wimbledon;Q2;Grass;Mikael Ymer;Total
13;17;8;10;1;26/06/2019;wimbledon;Q2;Grass;Mikael Ymer;F
15;8;7;2;0;26/06/2019;wimbledon;Q2;Grass;Mikael Ymer;B
1;4;2;0;0;26/06/2019;wimbledon;Q2;Grass;Mikael Ymer;S
18;9;9;7;0;26/06/2019;wimbledon;Q2;Grass;Dustin Brown;Total
12;3;2;4;0;26/06/2019;wimbledon;Q2;Grass;Dustin Brown;F
3;3;6;3;0;26/06/2019;wimbledon;Q2;Grass;Dustin Brown;B
3;3;1;0;0;26/06/2019;wimbledon;Q2;Grass;Dustin Brown;S
181;36;60;26;9;07/06/1991;roland garros;SF;Clay;Andre Agassi;Total
60;19;33;21;9;07/06/1991;roland garros;SF;Clay;Andre Agassi;F
120;15;22;5;0;07/06/1991;roland garros;SF;Clay;Andre Agassi;B
1;2;5;0;0;07/06/1991;roland garros;SF;Clay;Andre Agassi;S
147;42;85;22;4;07/06/1991;roland garros;SF;Clay;Boris Becker;Total
61;11;20;17;4;07/06/1991;roland garros;SF;Clay;Boris Becker;F
41;21;56;4;0;07/06/1991;roland garros;SF;Clay;Boris Becker;B
45;10;9;1;0;07/06/1991;roland garros;SF;Clay;Boris Becker;S
44;23;19;23;3;01/07/2019;wimbledon;R128;Grass;Jozef Kovalik;Total
20;9;10;21;3;01/07/2019;wimbledon;R128;Grass;Jozef Kovalik;F
16;10;3;1;0;01/07/2019;wimbledon;R128;Grass;Jozef Kovalik;B
8;4;6;1;0;01/07/2019;wimbledon;R128;Grass;Jozef Kovalik;S
39;24;18;27;2;01/07/2019;wimbledon;R128;Grass;Robin Haase;Total
14;15;7;23;2;01/07/2019;wimbledon;R128;Grass;Robin Haase;F
9;6;9;3;0;01/07/2019;wimbledon;R128;Grass;Robin Haase;B
16;3;2;1;0;01/07/2019;wimbledon;R128;Grass;Robin Haase;S
85;53;26;22;5;03/07/2019;wimbledon;R64;Grass;Stan Wawrinka;Total
37;24;16;15;5;03/07/2019;wimbledon;R64;Grass;Stan Wawrinka;F
28;14;8;7;0;03/07/2019;wimbledon;R64;Grass;Stan Wawrinka;B
